repository,url,description,created_date,last_modified,stars,forks,aws_services,topics,solution_type,competency,customer_problems,solution_marketing,deployment_tools,deployment_level,deployment_readiness,primary_language,secondary_language,framework,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,genai_agentic,classification_method,classification_timestamp
"aws-samples/aws-lex-convo-bot-example","https://github.com/aws-samples/aws-lex-convo-bot-example","Amazon Lex Conversation Bot Sample.","2017-01-19T20:16:17Z","2023-07-23T12:46:57Z","96","50","IAM; Lambda; S3","","Quick Wins","Security","Development Efficiency","starter","Manual","Production Ready","Development","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Legacy","825","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:34.269650"
"aws-samples/aws-step-functions-ebs-snapshot-mgmt","https://github.com/aws-samples/aws-step-functions-ebs-snapshot-mgmt","Example architecture for integrating AWS Step Functions and Amazon CloudWatch Events.","2017-03-08T20:34:15Z","2023-10-12T19:52:14Z","96","52","CloudFormation; CloudWatch; EBS; Lambda; S3","","Quick Wins","DevOps","Development Efficiency","starter","Manual","Production Ready","Development","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Legacy","744","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:35.044434"
"aws-samples/serverless-hotdog-detector","https://github.com/aws-samples/serverless-hotdog-detector","This example shows you how to build a serverless hotdog detecting application on AWS using Amazon Rekognition; AWS Lambda; and Amazon API Gateway.","2017-10-23T06:25:59Z","2024-10-25T02:21:04Z","96","26","API Gateway; CloudFormation; Lambda; Rekognition","","Quick Wins","AI/ML","Development Efficiency","starter","Manual","Production Ready","Development","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Legacy","366","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:37.455869"
"aws-samples/amazon-lex-customerservice-workshop","https://github.com/aws-samples/amazon-lex-customerservice-workshop","Code and walkthrough labs to create a customer service chatbot using Amazon Lex (and integrations with Amazon Connect; Twilio SMS; etc.)","2017-10-27T17:43:09Z","2025-09-10T22:26:00Z","96","67","CloudFormation; DynamoDB; IAM; Lambda","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Development","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","45","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:38.293619"
"aws-samples/aws-greengrass-samples","https://github.com/aws-samples/aws-greengrass-samples","Samples for AWS Greengrass","2017-11-06T17:43:37Z","2024-11-03T17:21:07Z","96","68","DynamoDB; Lambda","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Development","Shell","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","356","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:39.174046"
"aws-samples/simple-nft-marketplace","https://github.com/aws-samples/simple-nft-marketplace","This project provides sample codes to build a simple NFT marketplace with Amazon Managed Blockchain.","2021-11-16T02:25:00Z","2025-04-03T14:51:04Z","96","48","CDK","aws; cdk; hardhat; nft; nft-marketplace; openzeppelin","Innovation Catalysts","DevOps","Development Efficiency","foundation","Manual","Production Ready","Development","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","205","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:39.518506"
"aws-samples/asynchronous-messaging-workshop","https://github.com/aws-samples/asynchronous-messaging-workshop","The Asynchronous Messaging Workshop is a collection of individual labs covering different aspects and patterns of asynchronous messaging.","2019-11-09T01:01:03Z","2025-06-23T09:59:25Z","95","51","ECS; IAM; Lambda; SNS; SQS","aws; ecs; messaging; microservices; serverless; sns; sqs; step-functions; workshop","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Development","CSS","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","125","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:39.902418"
"aws-samples/amazon-rekognition-custom-labels-demo","https://github.com/aws-samples/amazon-rekognition-custom-labels-demo","A demo to test Custom Labels with models trained by Amazon Rekognition","2019-11-25T21:12:11Z","2025-10-12T15:17:09Z","95","41","CloudFormation; CloudFront; Cognito; IAM; Rekognition","amazon-rekognition; amazon-web-services; aws; labelling; machine-learning","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Development","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","13","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:41.957714"
"aws-samples/csv-to-dynamodb","https://github.com/aws-samples/csv-to-dynamodb","This repository is used in conjunction with the following blog post: [Implementing bulk CSV ingestion to Amazon DynamoDB](https://aws.amazon.com/blogs/database/implementing-bulk-csv-ingestion-to-amazon-dynamodb/)","2020-01-28T00:37:05Z","2025-10-06T09:30:13Z","95","95","CloudFormation; DynamoDB","","Foundation Builders","DevOps","Development Efficiency","foundation","Manual","Production Ready","Development","Multiple","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","20","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:43.048737"
"aws-samples/bedrock-claude-chatbot","https://github.com/aws-samples/bedrock-claude-chatbot","Personal Chatbot powered by Amazon Bedrock LLMs with a data analytics feature that provides isolated servereless compute on Athena Spark for code execution.","2024-05-08T02:30:49Z","2025-09-07T14:22:18Z","95","19","Athena; Bedrock; DynamoDB; Lambda; S3","","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Development","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","48","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:43.856458"
"aws-samples/eks-blueprints-workloads","https://github.com/aws-samples/eks-blueprints-workloads","Welcome to the EKS Blueprints Workloads repository. This repository serves as a sample GitOps configuration repository that is meant to be used with the [Amazon EKS Blueprints CDK Quick Start](https://github.com/aws-quickstart/cdk-eks-blueprints) and [Amazon EKS Blueprints for Terraform](https://git","2021-07-06T14:51:08Z","2025-09-21T09:41:10Z","94","1281","CDK; EKS","","Foundation Builders","DevOps","Time to Market","foundation","Manual","Production Ready","Development","Makefile","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","35","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:44.956042"
"aws-samples/aws-blockchain-node-runners","https://github.com/aws-samples/aws-blockchain-node-runners","Run blockchain nodes on cloud","2023-08-22T01:00:34Z","2025-10-15T14:35:12Z","94","65","CDK","blockchain; ethereum; scroll; solana","Innovation Catalysts","DevOps","Development Efficiency","foundation","Manual","Production Ready","Development","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","10","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:45.304491"
"aws-samples/amazon-ecs-fargate-aspnetcore","https://github.com/aws-samples/amazon-ecs-fargate-aspnetcore","A prescriptive guidance on how to host an ASP.NET core application in AWS Fargate using Linux containers.","2018-04-23T19:49:56Z","2025-09-10T19:34:40Z","93","52","ECS; Fargate","","Innovation Catalysts","General Development","Development Efficiency","foundation","Manual","Production Ready","Development","C#","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","45","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:47.790072"
"aws-samples/aws-xray-fargate","https://github.com/aws-samples/aws-xray-fargate","Code examples showing how to run AWS X-Ray as a sidecar container on Fargate for deep application insights.","2018-05-14T16:52:39Z","2025-02-23T04:33:19Z","93","34","EC2; ECS; Fargate; X-Ray","aws-ecs; aws-fargate; aws-xray; container; distributed-tracing","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Development","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","245","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:48.090649"
"aws-samples/aws-transcribe-captioning-tools","https://github.com/aws-samples/aws-transcribe-captioning-tools","Convert AWS Transcribe output into multiple caption formats.","2018-07-19T19:01:14Z","2025-10-04T16:38:02Z","93","28","Polly","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Development","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","21","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:48.749206"
"aws-samples/aws-iot-esp32-arduino-examples","https://github.com/aws-samples/aws-iot-esp32-arduino-examples","This project contains several Arduino examples for [AWS IoT](https://aws.amazon.com/iot/) projects using ESP32 Wi-Fi+BLE based development modules. Arduino support for ESP32 modules can be found [here](https://github.com/espressif/arduino-esp32).","2019-09-25T21:58:14Z","2025-10-07T13:12:51Z","93","25","Lambda","","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Development","C++","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","18","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:49.756909"
"aws-samples/devsecops-cicd","https://github.com/aws-samples/devsecops-cicd","DevSecOps pipeline using AWS cloud native services and open source security vulnerability scanning tools. This DevSecOps pipeline uses AWS DevOps tools CodeBuild; AWS CodeCommit; AWS CodeDeploy; and AWS CodePipeline along with other AWS services.  It is highly recommended to fully test the pipeline ","2020-12-07T22:04:18Z","2025-10-20T15:37:41Z","93","143","CloudFormation; CodeBuild; CodeCommit; CodeDeploy; CodePipeline","","Compliance Accelerators","DevOps","Development Efficiency","compliance","Manual","Production Ready","Development","HTML","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","5","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:50.919067"
"aws-samples/sample-connector-for-bedrock","https://github.com/aws-samples/sample-connector-for-bedrock","Seamlessly invoke Amazon Bedrock or your custom models; enabling a smooth experience with AWS GenAI services.","2024-05-09T02:42:08Z","2025-09-30T03:57:49Z","93","33","Bedrock; Lambda; SageMaker","amazon-bedrock; amazon-bedrock-knowledge-bases; aws; bedrock; claude-3; function-calling; genai; ollama; sagemaker","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Development","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","26","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:52.954649"
"aws-samples/aws-device-farm-appium-tests-for-sample-app","https://github.com/aws-samples/aws-device-farm-appium-tests-for-sample-app","AWS Device Farm Appium tests","2015-08-07T23:19:53Z","2025-10-10T08:13:47Z","92","78","General AWS","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Development","Java","N/A","Spring/Maven","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","16","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:53.616293"
"aws-samples/graceful-shutdown-with-aws-lambda","https://github.com/aws-samples/graceful-shutdown-with-aws-lambda","AWS Lambda allows developers to run their code without managing servers; automatic scaling and pay for value. Many developers use Lambda to connect with databases and Redis. But when a Lambda execution environment shuts down; the connections remain open and hold up backend resources. Databases usual","2021-08-05T06:50:21Z","2025-08-28T12:29:50Z","92","14","Lambda","","Innovation Catalysts","General Development","Development Efficiency","foundation","Manual","Production Ready","Development","Rust","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","58","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:27:54.608356"
