repository,solution_type,competency,customer_problems,solution_marketing,primary_language,secondary_language,aws_services,deployment_tools,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,agentic_capabilities
aws-samples/aws-terraform-sftp-malware-protection,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/sample-amazon-bedrock-idp-java-cdk,Foundation Builders,DevOps,Development Efficiency,starter,Java,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/distributed-training-inference-sagemaker-mlflow,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/sample-simulator-gamelift-flexmatch-matchmaking,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/detect-fraud-using-genai-with-aws-services,Foundation Builders,DevOps,Development Efficiency,starter,HTML,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/gen-ai-at-the-edge,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/cccs-oscal-samples,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (15 stars),Recently Updated,30,None
aws-samples/sample-for-transactional-datalake-using-s3tables,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/organizations-policy-pipeline,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (11 stars),Recently Updated,30,None
aws-samples/quant-research-sample-using-amazon-ecs-and-aws-batch,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/multimodal-graph-rag-blog,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/q-custom-plugin-aws-connect-integration-blog,Foundation Builders,DevOps,Development Efficiency,starter,HTML,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/Integrate-Natural-Language-Processing-and-generative-AI-with-relational-databases,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/aws-modernization-with-opsera,Foundation Builders,DevOps,Development Efficiency,starter,HTML,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/analyze-aws-guardduty-findings-with-bedrock,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/a-technical-guide-to-building-a-data-platform-for-secure-health-data-use,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/ocsf-for-opensearch,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/aws-sap-terraform,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/aws-lambda-layer-deployment-template,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/zero-etl-architecture-patterns,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/streamlit-applications-on-aws-cdk-example,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/easy-model-deployer,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (73 stars),Recently Updated,30,None
aws-samples/nlq-genai-chatbot-for-structured-data,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (12 stars),Recently Updated,30,None
aws-samples/Smart-Content-Processor-with-RAG-for-Safe-Learning,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/samples-for-rag-solutions,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/crypto-ai-agents-with-amazon-bedrock,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (25 stars),Recently Updated,30,None
aws-samples/AppSync_Sync_Async_Integration,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/amazon-fcr-eventdriven,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/Deploy-and-Manage-Application-Configurations-with-AWSAppConfig,Foundation Builders,DevOps,Development Efficiency,starter,Shell,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/deepseek-using-vllm-on-eks,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (67 stars),Recently Updated,30,None
aws-samples/custom-header-label-forwarding-samples-for-aws-waf,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/service-authorization-reference-diff,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/service-control-policy-preprocessor,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (16 stars),Recently Updated,30,None
aws-samples/Reducing-Hallucinations-in-LLM-Agents-with-a-Verified-Semantic-Cache,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (10 stars),Recently Updated,30,None
aws-samples/multi-agent-code-gen-and-execution,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (9 stars),Recently Updated,30,None
aws-samples/aws-genai-e2e-testing-samples,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/sample-gameliftstreams-web-application,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (14 stars),Recently Updated,30,None
aws-samples/host-deepseek-distilled-models-on-aws,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/eks-opinionated-clusters,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/amazon-sagemaker-ai-for-geospatial,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/draw-an-app,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (4 stars),Recently Updated,30,None
aws-samples/textract-bedrock-document-insights,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/infra-ops-orchestrator,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/educational-course-content-generator-with-qna-bot-using-bedrock,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (8 stars),Recently Updated,30,None
aws-samples/generate-awscc-with-bedrock-claude-computer-use,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (16 stars),Recently Updated,30,None
aws-samples/amazon-eks-chaos,Foundation Builders,DevOps,Development Efficiency,starter,HCL,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/connect-contact-flow-comparison-github-action,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (7 stars),Recently Updated,30,None
aws-samples/deploy-gguf-model-to-sagemaker,Foundation Builders,DevOps,Development Efficiency,starter,Jupyter Notebook,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/sample-ai-full-stacks,Foundation Builders,DevOps,Development Efficiency,starter,,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/sample-for-video-similarity-using-serverless,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/automated-data-protection-plan-with-aws-backup,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (3 stars),Recently Updated,30,None
aws-samples/text2sql-quickstart,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (5 stars),Recently Updated,30,None
aws-samples/post-request-error-handler-at-edge,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (1 stars),Recently Updated,30,None
aws-samples/analyze-securityhub-findings-with-bedrock,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/genai-crm-agent-demo,Foundation Builders,DevOps,Development Efficiency,starter,Python,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (6 stars),Recently Updated,30,None
aws-samples/sample-pricing-calculator-for-keyspaces,Foundation Builders,DevOps,Development Efficiency,starter,JavaScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (2 stars),Recently Updated,30,None
aws-samples/agent-preparation-toolkit,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (25 stars),Recently Updated,30,None
aws-samples/Setup-Amazon-Bedrock-with-Agents-and-KnowledgeBase-using-CDK,Foundation Builders,DevOps,Development Efficiency,starter,TypeScript,,Multiple,CloudFormation,Medium ($1K-10K),Half-day Setup,High,Developers,Infrastructure,Medium,Low,High,Popular solution (14 stars),Recently Updated,30,None
