repository,url,description,created_date,last_modified,stars,forks,solution_type,solution_marketing,technical_competencies,solution_competencies,deployment_tools,deployment_level,primary_language,additional_languages,frameworks,aws_services,prerequisites,license,copyright_holder,commercial_use,setup_time,cost_range,customer_problems,usp,freshness_status,days_since_update,genai_agentic,topics,classification_method,classification_timestamp
awslabs/garnet-framework,https://github.com/awslabs/garnet-framework,The Garnet Framework is an open-source framework that enables you to build living digital twins and context-aware solutions through dynamic knowledge graphs.,2023-09-23T06:59:56Z,2025-10-17T14:48:49Z,39,6,Innovation Catalysts,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Active,6,Yes,"agentic, aws, context, digitaltwins, iot, knowledge-graph, ngsi-ld, ngsi-ld-broker",S3-Based Complete Analysis,2025-10-24T13:23:19.828543
awslabs/clickstream-wechat,https://github.com/awslabs/clickstream-wechat,Wechat Miniprogram SDK for Clickstream Analytics on AWS,2023-09-25T06:23:19Z,2025-04-04T02:07:16Z,5,1,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,203,No,"aws, aws-clickstream-solution, aws-solutions",S3-Based Complete Analysis,2025-10-24T13:23:19.828616
awslabs/weaviate-on-eks,https://github.com/awslabs/weaviate-on-eks,,2023-09-26T04:03:12Z,2025-08-16T17:57:02Z,9,1,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Jupyter Notebook,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,68,No,,S3-Based Complete Analysis,2025-10-24T13:23:20.350289
awslabs/kubectl-connect,https://github.com/awslabs/kubectl-connect,,2023-09-29T15:34:25Z,2024-05-14T15:42:10Z,1,1,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Go,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,527,No,,S3-Based Complete Analysis,2025-10-24T13:23:20.864230
awslabs/spark-sql-kinesis-connector,https://github.com/awslabs/spark-sql-kinesis-connector,"Spark Structured Streaming Kinesis Data Streams connector supports both GetRecords and SubscribeToShard (Enhanced Fan-Out, EFO)",2023-09-29T18:22:22Z,2025-09-20T12:40:12Z,38,24,Foundation Builders,improvement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Scala,"Python, JavaScript",AWS SDK,"Kinesis, RDS","AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,34,No,,S3-Based Complete Analysis,2025-10-24T13:23:20.864543
awslabs/observability-solution-kit,https://github.com/awslabs/observability-solution-kit,,2023-10-07T12:43:49Z,2025-04-04T02:07:28Z,10,1,Foundation Builders,visibility,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,203,No,,S3-Based Complete Analysis,2025-10-24T13:23:21.384539
awslabs/ask-bedrock,https://github.com/awslabs/ask-bedrock,Converse with your favorite Amazon Bedrock large language model from the command line.,2023-10-09T07:31:33Z,2025-09-21T05:17:37Z,24,5,Innovation Catalysts,innovation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,Bedrock,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Active,33,Yes,,S3-Based Complete Analysis,2025-10-24T13:23:21.384705
awslabs/s3-connector-for-pytorch,https://github.com/awslabs/s3-connector-for-pytorch,The Amazon S3 Connector for PyTorch delivers high throughput for PyTorch training jobs that access and store data in Amazon S3.,2023-10-10T12:36:32Z,2025-10-23T01:01:18Z,187,26,Innovation Catalysts,innovation,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,S3,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Active,1,Yes,,S3-Based Complete Analysis,2025-10-24T13:23:21.384768
awslabs/cdk-apigateway-s3-construct,https://github.com/awslabs/cdk-apigateway-s3-construct,,2023-10-16T13:39:39Z,2024-12-22T13:53:23Z,10,1,Foundation Builders,enablement,General Development,Cross-Industry,"CDK, CloudFormation",Production-Ready,TypeScript,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,305,No,,S3-Based Complete Analysis,2025-10-24T13:23:21.908153
awslabs/aws-greengrass-labs-s3-file-downloader,https://github.com/awslabs/aws-greengrass-labs-s3-file-downloader,,2023-10-19T06:51:40Z,2024-06-22T13:12:43Z,2,0,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Java,"Python, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,489,No,,S3-Based Complete Analysis,2025-10-24T13:23:22.422687
awslabs/logic-scaffolding-for-personalized-recommendation-explanation-generation,https://github.com/awslabs/logic-scaffolding-for-personalized-recommendation-explanation-generation,,2023-10-23T18:51:32Z,2024-07-31T12:42:37Z,2,0,Foundation Builders,starter,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,HTML,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,450,No,,S3-Based Complete Analysis,2025-10-24T13:23:22.950988
awslabs/consolidated-organizations-wide-cases-activity,https://github.com/awslabs/consolidated-organizations-wide-cases-activity,,2023-10-25T08:49:53Z,2025-04-04T02:07:17Z,10,0,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,203,No,,S3-Based Complete Analysis,2025-10-24T13:23:23.466479
awslabs/smithy-iot-device-sdk-greengrass-ipc,https://github.com/awslabs/smithy-iot-device-sdk-greengrass-ipc,,2023-10-25T17:37:36Z,2024-05-14T15:28:35Z,1,2,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Java,"Python, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,527,No,,S3-Based Complete Analysis,2025-10-24T13:23:23.989033
awslabs/avp-local-agent,https://github.com/awslabs/avp-local-agent,,2023-10-31T16:16:11Z,2025-05-05T21:13:51Z,18,3,Foundation Builders,innovation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Rust,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,171,No,,S3-Based Complete Analysis,2025-10-24T13:23:24.509910
awslabs/aws-greengrass-labs-osi-pi-streaming-data-connector,https://github.com/awslabs/aws-greengrass-labs-osi-pi-streaming-data-connector,Provides real-time data ingestion from OSI PI Data Archive to a modern data architecture on AWS with integrations to OSI PI Asset Framework centrally managed over AWS IoT PubSub messaging.,2023-11-02T01:09:21Z,2025-07-03T10:28:21Z,11,1,Foundation Builders,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,113,No,,S3-Based Complete Analysis,2025-10-24T13:23:24.510227
awslabs/mls-rs,https://github.com/awslabs/mls-rs,An implementation of Messaging Layer Security (RFC 9420),2023-11-06T18:14:41Z,2025-10-18T06:44:42Z,180,37,Compliance Accelerators,compliance,"Security, Compliance",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Rust,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Security Gaps, Compliance Burden, Audit Failures",Reliable AWS solution,Active,6,No,,S3-Based Complete Analysis,2025-10-24T13:23:24.510266
awslabs/optimizing-multitask-training-through-dynamic-pipelines,https://github.com/awslabs/optimizing-multitask-training-through-dynamic-pipelines,Official repository for the paper DynaPipe: Optimizing Multi-task Training through Dynamic Pipelines,2023-11-08T07:58:20Z,2025-08-06T12:58:24Z,20,2,Innovation Catalysts,optimise,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Active,79,Yes,,S3-Based Complete Analysis,2025-10-24T13:23:24.510298
awslabs/measuring-fairness-of-rankings-under-noisy-sensitive-information,https://github.com/awslabs/measuring-fairness-of-rankings-under-noisy-sensitive-information,,2023-11-13T09:04:54Z,2025-09-23T21:37:51Z,1,0,Foundation Builders,innovation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Multiple,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,30,No,,S3-Based Complete Analysis,2025-10-24T13:23:25.028703
awslabs/vip-token-centric-compression,https://github.com/awslabs/vip-token-centric-compression,,2023-11-19T22:57:51Z,2025-10-04T17:13:55Z,5,0,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,19,No,,S3-Based Complete Analysis,2025-10-24T13:23:25.552675
awslabs/project-lakechain,https://github.com/awslabs/project-lakechain,":zap: Cloud-native, AI-powered, document processing pipelines on AWS.",2023-11-23T08:21:20Z,2025-10-20T15:37:44Z,185,26,Innovation Catalysts,innovation,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS CDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Active,3,Yes,"aws, aws-cdk, computer-vision, document-processing, generative-ai, hacktoberfest, machine-learning, natural-language-processing, retrieval-augmented-generation, serverless",S3-Based Complete Analysis,2025-10-24T13:23:25.553018
awslabs/cloudfront-hosting-toolkit,https://github.com/awslabs/cloudfront-hosting-toolkit,CloudFront Hosting Toolkit offers the convenience of a managed frontend hosting service while retaining full control over the hosting and deployment infrastructure to make it your own.,2023-12-04T13:50:36Z,2025-05-01T14:11:56Z,108,3,Innovation Catalysts,setup,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS Lambda,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Minimal (< $10/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Maintained,175,Yes,"aws-acm, aws-acm-certificate, aws-code-build, aws-codepipeline, aws-lambda, aws-route53, aws-step-functions, cloudfront, cloudfront-distribution, cloudfront-functions, hosting, hosting-aws, s3, s3-bucket",S3-Based Complete Analysis,2025-10-24T13:23:25.553060
awslabs/anfw-automate,https://github.com/awslabs/anfw-automate,Automate rule management for AWS Network Firewall,2023-12-08T08:24:24Z,2025-08-30T03:17:14Z,16,1,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,55,No,,S3-Based Complete Analysis,2025-10-24T13:23:25.553110
awslabs/aws-greengrass-labs-ml-components,https://github.com/awslabs/aws-greengrass-labs-ml-components,,2023-12-12T00:59:13Z,2024-08-16T18:47:54Z,1,1,Foundation Builders,innovation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,433,No,,S3-Based Complete Analysis,2025-10-24T13:23:26.074524
awslabs/swift-openapi-lambda,https://github.com/awslabs/swift-openapi-lambda,An AWS Lambda transport  for Swift OpenAPI,2023-12-13T02:54:30Z,2025-10-21T19:07:04Z,18,8,Foundation Builders,enablement,Modern Application Development,Cross-Industry,"SAM, CloudFormation",Basic Setup,Swift,"Python, JavaScript",AWS Lambda,Lambda,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,2,No,,S3-Based Complete Analysis,2025-10-24T13:23:26.074871
awslabs/pireporter,https://github.com/awslabs/pireporter,"A comprehensive tool for capturing performance metrics and workload snapshots, and generating in-depth comparison reports for Amazon Aurora PostgreSQL databases. Helps to troubleshoot problems, optimize instance size and cost.",2023-12-14T10:11:48Z,2025-09-15T11:08:50Z,11,4,Quick Wins,optimise,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Minimal (< $10/month),"High AWS Costs, Resource Waste, Manual Processes",Reliable AWS solution,Active,39,No,,S3-Based Complete Analysis,2025-10-24T13:23:26.074922
awslabs/amazon-linux-instance-finder,https://github.com/awslabs/amazon-linux-instance-finder,,2023-12-14T19:27:53Z,2025-09-18T21:25:02Z,2,0,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,TypeScript,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,35,No,,S3-Based Complete Analysis,2025-10-24T13:23:26.604878
awslabs/genai-bedrock-chatbot,https://github.com/awslabs/genai-bedrock-chatbot,A demo application that uses Amazon SageMaker manuals and pricing data tables as an example to explore the capabilities of a generative AI chatbot.,2023-12-15T15:49:09Z,2025-10-23T16:57:13Z,48,13,Innovation Catalysts,innovation,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Active,0,Yes,"aws, aws-bedrock, chatbot, genai",S3-Based Complete Analysis,2025-10-24T13:23:26.605173
